# remove the jumper connection from VCC_PP1 to +5V: we need +12v power supply for push-pull outputs.
R309,

# remove +5V pull-ups from SPI1, because we use it with +3.3v accelerometer
R103,
R105,

# remove jumper resistor connecting BOOT1 with A22 input line, because we use STM32F4
R131,

# JLC stock adjustments
U103,"AP2331TDSA-7","SOT-23","C183303"
U480,"AP2331TDSA-7","SOT-23","C183303"
U600,"LMV324IPWR","TSSOP14","C398929"

# STM32
U105,"STM32F407IGT6 ","LQFP176","C33993"
# 32kHz crystal
Y101,"32.768 kHz","SMD2012","C97602"
# no basic in stock -> extended
U430,"TJA1051T/1J","SO8","C92211"
U430_2,"TJA1051T/1J","SO8","C92211"
# LMR14020->LMR14030 (more power, no problem)
U420,"LMR14030","SOP8","C182078"

